ID;Medicamento;Dosis;Presentación;Marca;Farmacía;Precio;Dirección;Comuna;Región
10051;PLENITEX;150 mg;30 CÁPSULAS;LABORATORIOS RAFFO S.A.;Cruz Verde;19990;Antonio Varas 598;Puerto Montt;Los Lagos
10052;BETINA;24 mg;30 COMPRIMIDOS;EUROFARMA CHILE S.A.;Cruz Verde;29340;Antonio Varas 598;Puerto Montt;Los Lagos
10053;BETINA;16 mg;30 COMPRIMIDOS;EUROFARMA CHILE S.A.;Cruz Verde;22590;Antonio Varas 598;Puerto Montt;Los Lagos
10054;OLANVITAE;5 mg;28 COMPRIMIDOS RECUBIERTOS;GALENICUM HEALTH CHILE S.p.A.;Cruz Verde;18990;Antonio Varas 598;Puerto Montt;Los Lagos
10055;OLANVITAE;10 mg;28 COMPRIMIDOS RECUBIERTOS;GALENICUM HEALTH CHILE S.p.A.;Cruz Verde;27990;Antonio Varas 598;Puerto Montt;Los Lagos
10056;ROSINA CD;s/i;28 COMPRIMIDOS RECUBIERTOS;COMERCIAL GEDEON RICHTER (CHILE) LTDA.;Cruz Verde;13090;Antonio Varas 598;Puerto Montt;Los Lagos
10057;SOLUNA-E 20;s/i;21 COMPRIMIDOS;MINTLAB Co. S.A.;Cruz Verde;8190;Antonio Varas 598;Puerto Montt;Los Lagos
10058;SOLUNA E;s/i;21 COMPRIMIDOS;MINTLAB Co. S.A.;Cruz Verde;8990;Antonio Varas 598;Puerto Montt;Los Lagos
10059;FLUYET;75 mg;30 COMPRIMIDOS RECUBIERTOS;PHARMAVITA S.A.;Cruz Verde;18990;Antonio Varas 598;Puerto Montt;Los Lagos
10060;IBUPROFENO;600 mg;20 COMPRIMIDOS RECUBIERTOS;ASCEND LABORATORIES S.p.A.;Cruz Verde;1440;Antonio Varas 598;Puerto Montt;Los Lagos
10061;PARACETAMOL;500 mg;16 COMPRIMIDOS;OPKO CHILE S.A.;Cruz Verde;890;Antonio Varas 598;Puerto Montt;Los Lagos
10062;LETICO;100 mg;30 COMPRIMIDOS;EUROFARMA CHILE S.A.;Cruz Verde;18290;Antonio Varas 598;Puerto Montt;Los Lagos
10063;LETICO;25 mg;30 COMPRIMIDOS;EUROFARMA CHILE S.A.;Cruz Verde;9090;Antonio Varas 598;Puerto Montt;Los Lagos
10064;LEVEVITAE;1000 mg;30 COMPRIMIDOS RECUBIERTOS;GALENICUM HEALTH CHILE S.p.A.;Cruz Verde;29990;Antonio Varas 598;Puerto Montt;Los Lagos
10065;ENALAPRIL MALEATO;10 mg;20 COMPRIMIDOS RECUBIERTOS;LABORATORIOS ANDRÓMACO S.A.;Cruz Verde;690;Antonio Varas 598;Puerto Montt;Los Lagos
10066;PRENAL;s/i;21 COMPRIMIDOS RECUBIERTOS;MINTLAB Co. S.A.;Cruz Verde;8190;Antonio Varas 598;Puerto Montt;Los Lagos
10067;IRTANA H;300/12,5;30 COMPRIMIDOS;EUROFARMA CHILE S.A.;Cruz Verde;23990;Antonio Varas 598;Puerto Montt;Los Lagos
10068;RISPYL;1 mg;20 COMPRIMIDOS RECUBIERTOS;AXON PHARMA S.p.A.;Cruz Verde;14490;Antonio Varas 598;Puerto Montt;Los Lagos
10069;LODUX;25 mg;20 COMPRIMIDOS;SYNTHON CHILE LTDA.;Cruz Verde;10190;Antonio Varas 598;Puerto Montt;Los Lagos
10070;LODUX;100 mg;30 COMPRIMIDOS;SYNTHON CHILE LTDA.;Cruz Verde;29180;Antonio Varas 598;Puerto Montt;Los Lagos
10071;LOSARTÁN POTÁSICO;50 mg;30 COMPRIMIDOS RECUBIERTOS;ASCEND LABORATORIES S.p.A.;Cruz Verde;2390;Antonio Varas 598;Puerto Montt;Los Lagos
10072;LIPOX;10 mg;30 COMPRIMIDOS RECUBIERTOS;LABORATORIO CHILE S.A.;Cruz Verde;10690;Antonio Varas 598;Puerto Montt;Los Lagos
10073;AMOXICILINA / ÁCIDO CLAVULANICO 500/125;500/125;20 COMPRIMIDOS RECUBIERTOS;OPKO CHILE S.A.;Cruz Verde;7590;Antonio Varas 598;Puerto Montt;Los Lagos
10074;REUMAZINE;200 mg;30 COMPRIMIDOS RECUBIERTOS;INSTITUTO SANITAS S.A.;Cruz Verde;20390;Antonio Varas 598;Puerto Montt;Los Lagos
10075;MICROSER;24 mg;30 COMPRIMIDOS;GRÜNENTHAL CHILENA LTDA.;Cruz Verde;39490;Antonio Varas 598;Puerto Montt;Los Lagos
10076;ECTIEN XR;37,5 mg;30 CÁPSULAS CON MICROGRÁNULOS RECUBIERTOS DE LIBERACIÓN PROLONGADA;LABORATORIO CHILE S.A.;Cruz Verde;14540;Antonio Varas 598;Puerto Montt;Los Lagos
10077;ECTIEN XR;150 mg;30 CÁPSULAS CON MICROGRÁNULOS RECUBIERTOS DE LIBERACIÓN PROLONGADA;LABORATORIO CHILE S.A.;Cruz Verde;40240;Antonio Varas 598;Puerto Montt;Los Lagos
10078;IBUPROFENO;400 mg;20 COMPRIMIDOS RECUBIERTOS;ASCEND LABORATORIES S.p.A.;Cruz Verde;1240;Antonio Varas 598;Puerto Montt;Los Lagos
10079;NEURUM;50 mg;30 CÁPSULAS;LABORATORIOS SAVAL S.A.;Cruz Verde;10890;Antonio Varas 598;Puerto Montt;Los Lagos
10080;HASSAPIRIN INFANTIL;100 mg;20 COMPRIMIDOS;MINTLAB Co. S.A.;Cruz Verde;1590;Antonio Varas 598;Puerto Montt;Los Lagos
10081;ALEXIA;120 mg;30 COMPRIMIDOS RECUBIERTOS;LABORATORIOS SAVAL S.A.;Cruz Verde;21840;Antonio Varas 598;Puerto Montt;Los Lagos
10082;CARVEDILOL;25 mg;30 COMPRIMIDOS;OPKO CHILE S.A.;Cruz Verde;4990;Antonio Varas 598;Puerto Montt;Los Lagos
10083;PYRIPED;400 mg;20 CÁPSULAS BLANDAS;MINTLAB Co. S.A.;Cruz Verde;2790;Antonio Varas 598;Puerto Montt;Los Lagos
10084;LEVORIGOTAX; 5 mg;30 COMPRIMIDOS RECUBIERTOS;LABORATORIOS PRATER S.A.;Cruz Verde;6190;Antonio Varas 598;Puerto Montt;Los Lagos
10085;ZIVAL; 5 mg;40 COMPRIMIDOS RECUBIERTOS;LABORATORIOS SAVAL S.A.;Cruz Verde;11040;Antonio Varas 598;Puerto Montt;Los Lagos
10086;GOFYL;200 mg;30 COMPRIMIDOS RECUBIERTOS;AXON PHARMA S.p.A.;Cruz Verde;31990;Antonio Varas 598;Puerto Montt;Los Lagos
10087;GOFYL;100 mg;30 COMPRIMIDOS RECUBIERTOS;AXON PHARMA S.p.A.;Cruz Verde;20990;Antonio Varas 598;Puerto Montt;Los Lagos
10088;GOFYL;25 mg;30 COMPRIMIDOS RECUBIERTOS;AXON PHARMA S.p.A.;Cruz Verde;13690;Antonio Varas 598;Puerto Montt;Los Lagos
10089;NEURUM;75 mg;40 CÁPSULAS;LABORATORIOS SAVAL S.A.;Cruz Verde;14690;Antonio Varas 598;Puerto Montt;Los Lagos
10090;QUINOBIOT;750 mg;7 COMPRIMIDOS RECUBIERTOS;LABORATORIOS ANDRÓMACO S.A.;Cruz Verde;16790;Antonio Varas 598;Puerto Montt;Los Lagos
10091;CLARITROMICINA;500 mg;14 COMPRIMIDOS RECUBIERTOS;CHEMOPHARMA S.A.;Cruz Verde;4990;Antonio Varas 598;Puerto Montt;Los Lagos
10092;CELTIUM;20 mg;30 COMPRIMIDOS RECUBIERTOS;LABORATORIOS SAVAL S.A.;Cruz Verde;31690;Antonio Varas 598;Puerto Montt;Los Lagos
10093;REPOSIL;10 mg;30 COMPRIMIDOS RECUBIERTOS;MEDIPHARM LTDA.;Cruz Verde;12990;Antonio Varas 598;Puerto Montt;Los Lagos
10094;EQUORAL;25 mg;50 CÁPSULAS BLANDAS;LABORATORIO CHILE S.A.;Cruz Verde;35980;Antonio Varas 598;Puerto Montt;Los Lagos
10095;T4 - BAGÓ;150 mcg;50 COMPRIMIDOS;LABORATORIO BAGÓ DE CHILE S.A.;Cruz Verde;9290;Antonio Varas 598;Puerto Montt;Los Lagos
10096;T4 - BAGÓ;50 mcg;50 COMPRIMIDOS;LABORATORIO BAGÓ DE CHILE S.A.;Cruz Verde;6290;Antonio Varas 598;Puerto Montt;Los Lagos
10097;ÁCIDO ACETILSALICÍLICO;100 mg;100 COMPRIMIDOS;MINTLAB Co. S.A.;Cruz Verde;3290;Antonio Varas 598;Puerto Montt;Los Lagos
10098;DESPEX; 5 mg;30 COMPRIMIDOS RECUBIERTOS;LABORATORIO CHILE S.A.;Cruz Verde;4990;Antonio Varas 598;Puerto Montt;Los Lagos
10099;CLONAZEPAM; 0,5 mg;30 COMPRIMIDOS;LABORATORIO CHILE S.A.;Cruz Verde;4190;Antonio Varas 598;Puerto Montt;Los Lagos
10100;PREGOBIN;75 mg;30 CÁPSULAS;LABORATORIOS RECALCINE S.A.;Cruz Verde;13990;Antonio Varas 598;Puerto Montt;Los Lagos
10101;PREGOBIN;150 mg;30 CÁPSULAS;LABORATORIOS RECALCINE S.A.;Cruz Verde;35990;Antonio Varas 598;Puerto Montt;Los Lagos
10102;CLONAZEPAM; 2 mg;30 COMPRIMIDOS;LABORATORIO CHILE S.A.;Cruz Verde;4990;Antonio Varas 598;Puerto Montt;Los Lagos
10103;KETOPROFENO;50 mg;20 CÁPSULAS;LABORATORIOS ANDRÓMACO S.A.;Cruz Verde;1590;Antonio Varas 598;Puerto Montt;Los Lagos
10104;LINFONEX;250 mg;60 COMPRIMIDOS RECUBIERTOS;LABORATORIOS RECALCINE S.A.;Cruz Verde;60500;Antonio Varas 598;Puerto Montt;Los Lagos
10105;MELIC;15 mg;10 COMPRIMIDOS;LABORATORIO PASTEUR S.A.;Cruz Verde;5390;Antonio Varas 598;Puerto Montt;Los Lagos
10106;MELIC;15 mg;30 COMPRIMIDOS;LABORATORIO PASTEUR S.A.;Cruz Verde;9990;Antonio Varas 598;Puerto Montt;Los Lagos
10107;TRAMADOL CLORHIDRATO;50 mg;10 CÁPSULAS;MINTLAB Co. S.A.;Cruz Verde;3890;Antonio Varas 598;Puerto Montt;Los Lagos
10108;MELOXICAM;15 mg;10 COMPRIMIDOS;MINTLAB Co. S.A.;Cruz Verde;2190;Antonio Varas 598;Puerto Montt;Los Lagos
10109;MELOXICAM; 7,5 mg;15 COMPRIMIDOS;MINTLAB Co. S.A.;Cruz Verde;2790;Antonio Varas 598;Puerto Montt;Los Lagos
10110;TOLEXINE GE;100 mg;15 COMPRIMIDOS;LABORATORIOS D & M PHARMA LTDA.;Cruz Verde;17790;Antonio Varas 598;Puerto Montt;Los Lagos
10111;GEMFIBROZILO;600 mg;30 COMPRIMIDOS;LABORATORIO PASTEUR S.A.;Cruz Verde;3490;Antonio Varas 598;Puerto Montt;Los Lagos
10112;AZYMOL;10 mg;30 COMPRIMIDOS;LABORATORIOS RECALCINE S.A.;Cruz Verde;43990;Antonio Varas 598;Puerto Montt;Los Lagos
10113;AZYMOL;15 mg;30 COMPRIMIDOS;LABORATORIOS RECALCINE S.A.;Cruz Verde;57990;Antonio Varas 598;Puerto Montt;Los Lagos
10114;CLARIMAX;500 mg;14 COMPRIMIDOS RECUBIERTOS;LABORATORIOS ANDRÓMACO S.A.;Cruz Verde;24890;Antonio Varas 598;Puerto Montt;Los Lagos
10115;CLARIMAX;500 mg;20 COMPRIMIDOS RECUBIERTOS;LABORATORIOS ANDRÓMACO S.A.;Cruz Verde;25390;Antonio Varas 598;Puerto Montt;Los Lagos
10116;GOVAL; 3 mg;30 COMPRIMIDOS RECUBIERTOS;PHARMA INVESTI DE CHILE S.A.;Cruz Verde;17990;Antonio Varas 598;Puerto Montt;Los Lagos
10117;IBUPROFENO;200 mg;20 COMPRIMIDOS;LABORATORIO PASTEUR S.A.;Cruz Verde;1290;Antonio Varas 598;Puerto Montt;Los Lagos
10118;ABACTEN;500 mg;6 COMPRIMIDOS RECUBIERTOS;LABORATORIOS ANDRÓMACO S.A.;Cruz Verde;21990;Antonio Varas 598;Puerto Montt;Los Lagos
10119;EVIMAL;10 mg;30 COMPRIMIDOS RECUBIERTOS;LABORATORIOS ANDRÓMACO S.A.;Cruz Verde;69790;Antonio Varas 598;Puerto Montt;Los Lagos
10120;BLOCAR;12,5 mg;30 COMPRIMIDOS;LABORATORIO BAGÓ DE CHILE S.A.;Cruz Verde;12290;Antonio Varas 598;Puerto Montt;Los Lagos
10121;T4 - BAGÓ;100 mcg;50 COMPRIMIDOS;LABORATORIO BAGÓ DE CHILE S.A.;Cruz Verde;5190;Antonio Varas 598;Puerto Montt;Los Lagos
10122;T4 - BAGÓ;100 mcg;100 COMPRIMIDOS;LABORATORIO BAGÓ DE CHILE S.A.;Cruz Verde;9990;Antonio Varas 598;Puerto Montt;Los Lagos
10123;GOVAL; 1 mg;30 COMPRIMIDOS RECUBIERTOS;PHARMA INVESTI DE CHILE S.A.;Cruz Verde;13990;Antonio Varas 598;Puerto Montt;Los Lagos
10124;TERBINAFINA;250 mg;28 COMPRIMIDOS;LABORATORIO CHILE S.A.;Cruz Verde;8990;Antonio Varas 598;Puerto Montt;Los Lagos
10125;RECAMICINA;750 mg;7 COMPRIMIDOS RECUBIERTOS;LABORATORIOS LAFI LTDA.;Cruz Verde;15990;Antonio Varas 598;Puerto Montt;Los Lagos
10126;RECAMICINA;750 mg;10 COMPRIMIDOS RECUBIERTOS;LABORATORIOS LAFI LTDA.;Cruz Verde;16490;Antonio Varas 598;Puerto Montt;Los Lagos
10127;PRODEL; 4 mg;20 COMPRIMIDOS;LABORATORIO PASTEUR S.A.;Cruz Verde;1890;Antonio Varas 598;Puerto Montt;Los Lagos
10128;CLAVOXILINA BID 875/125;875/125;14 COMPRIMIDOS RECUBIERTOS;LABORATORIOS LAFI LTDA.;Cruz Verde;16740;Antonio Varas 598;Puerto Montt;Los Lagos
10129;CLAVOXILINA BID 875/125;875/125;20 COMPRIMIDOS RECUBIERTOS;LABORATORIOS LAFI LTDA.;Cruz Verde;21790;Antonio Varas 598;Puerto Montt;Los Lagos
10130;CIBLEX;15 mg;30 COMPRIMIDOS RECUBIERTOS;LABORATORIOS LAFI LTDA.;Cruz Verde;20290;Antonio Varas 598;Puerto Montt;Los Lagos
10131;DOXICICLINA;100 mg;10 COMPRIMIDOS;LABORATORIO CHILE S.A.;Cruz Verde;2490;Antonio Varas 598;Puerto Montt;Los Lagos
10132;AZITROM;500 mg;6 COMPRIMIDOS RECUBIERTOS;LABORATORIO CHILE S.A.;Cruz Verde;17990;Antonio Varas 598;Puerto Montt;Los Lagos
10133;LORATADINA;10 mg;30 COMPRIMIDOS;LABORATORIO CHILE S.A.;Cruz Verde;1090;Antonio Varas 598;Puerto Montt;Los Lagos
10134;PAMAX;20 mg;30 COMPRIMIDOS RECUBIERTOS;INSTITUTO SANITAS S.A.;Cruz Verde;20290;Antonio Varas 598;Puerto Montt;Los Lagos
10135;PARACETAMOL;500 mg;16 COMPRIMIDOS;LABORATORIOS ANDRÓMACO S.A.;Cruz Verde;890;Antonio Varas 598;Puerto Montt;Los Lagos
10136;CLINIUM;20 mg;30 CÁPSULAS;INSTITUTO SANITAS S.A.;Cruz Verde;5390;Antonio Varas 598;Puerto Montt;Los Lagos
10137;ZOMETIC; 7,5 mg;30 COMPRIMIDOS RECUBIERTOS;CHEMOPHARMA S.A.;Cruz Verde;6280;Antonio Varas 598;Puerto Montt;Los Lagos
10138;POSIVYL;20 mg;30 COMPRIMIDOS RECUBIERTOS;LABORATORIO CHILE S.A.;Cruz Verde;36590;Antonio Varas 598;Puerto Montt;Los Lagos
10139;PRECLAR;500 mg;14 COMPRIMIDOS RECUBIERTOS;LABORATORIO CHILE S.A.;Cruz Verde;24790;Antonio Varas 598;Puerto Montt;Los Lagos
10140;PRECLAR;500 mg;20 COMPRIMIDOS RECUBIERTOS;LABORATORIO CHILE S.A.;Cruz Verde;24290;Antonio Varas 598;Puerto Montt;Los Lagos
10141;SIMPERTEN;50 mg;30 COMPRIMIDOS RECUBIERTOS;LABORATORIO CHILE S.A.;Cruz Verde;15990;Antonio Varas 598;Puerto Montt;Los Lagos
10142;SOSTAC;20 mg;30 COMPRIMIDOS;LABORATORIO CHILE S.A.;Cruz Verde;12470;Antonio Varas 598;Puerto Montt;Los Lagos
10143;SOSTAC;20 mg;60 COMPRIMIDOS;LABORATORIO CHILE S.A.;Cruz Verde;17840;Antonio Varas 598;Puerto Montt;Los Lagos
10144;TENARON;15 mg;10 COMPRIMIDOS;PHARMA INVESTI DE CHILE S.A.;Cruz Verde;12890;Antonio Varas 598;Puerto Montt;Los Lagos
10145;HIPOGLUCIN;850 mg;30 COMPRIMIDOS RECUBIERTOS;LABORATORIO CHILE S.A.;Cruz Verde;7440;Antonio Varas 598;Puerto Montt;Los Lagos
10146;HIPOGLUCIN;850 mg;60 COMPRIMIDOS RECUBIERTOS;LABORATORIO CHILE S.A.;Cruz Verde;16140;Antonio Varas 598;Puerto Montt;Los Lagos
10147;CORTIPREX;20 mg;20 COMPRIMIDOS RECUBIERTOS;LABORATORIO CHILE S.A.;Cruz Verde;6990;Antonio Varas 598;Puerto Montt;Los Lagos
10148;BETAPLEX;6,25 mg;30 COMPRIMIDOS;LABORATORIOS LAFI LTDA.;Cruz Verde;6990;Antonio Varas 598;Puerto Montt;Los Lagos
10149;SUPRACALM;1 g;20 COMPRIMIDOS;TECNOFARMA S.A.;Cruz Verde;8590;Antonio Varas 598;Puerto Montt;Los Lagos
10150;QUINOBIOT;500 mg;7 COMPRIMIDOS RECUBIERTOS;LABORATORIOS ANDRÓMACO S.A.;Cruz Verde;17690;Antonio Varas 598;Puerto Montt;Los Lagos
10151;QUINOBIOT;500 mg;10 COMPRIMIDOS RECUBIERTOS;LABORATORIOS ANDRÓMACO S.A.;Cruz Verde;17790;Antonio Varas 598;Puerto Montt;Los Lagos
10152;COAROL; 4 mg;20 COMPRIMIDOS;LABORATORIOS ANDRÓMACO S.A.;Cruz Verde;12690;Antonio Varas 598;Puerto Montt;Los Lagos
10153;RELATENE;50 mg;10 CÁPSULAS;MINTLAB Co. S.A.;Cruz Verde;2990;Antonio Varas 598;Puerto Montt;Los Lagos
10154;RELATENE;50 mg;20 CÁPSULAS;MINTLAB Co. S.A.;Cruz Verde;4690;Antonio Varas 598;Puerto Montt;Los Lagos
10155;RITMENAL;300 mg;30 CÁPSULAS;INSTITUTO SANITAS S.A.;Cruz Verde;23490;Antonio Varas 598;Puerto Montt;Los Lagos
10156;RITMENAL;400 mg;30 CÁPSULAS;INSTITUTO SANITAS S.A.;Cruz Verde;24990;Antonio Varas 598;Puerto Montt;Los Lagos
10157;AUXXIL;500 mg;7 COMPRIMIDOS RECUBIERTOS;LABORATORIO CHILE S.A.;Cruz Verde;19190;Antonio Varas 598;Puerto Montt;Los Lagos
10158;AUXXIL;500 mg;10 COMPRIMIDOS RECUBIERTOS;LABORATORIO CHILE S.A.;Cruz Verde;21290;Antonio Varas 598;Puerto Montt;Los Lagos
10159;FLUOXETINA;20 mg;20 COMPRIMIDOS;INSTITUTO SANITAS S.A.;Cruz Verde;1190;Antonio Varas 598;Puerto Montt;Los Lagos
10160;FUROSEMIDA;40 mg;12 COMPRIMIDOS;LABORATORIO CHILE S.A.;Cruz Verde;890;Antonio Varas 598;Puerto Montt;Los Lagos
10161;RECAMICINA;500 mg;7 COMPRIMIDOS RECUBIERTOS;LABORATORIOS LAFI LTDA.;Cruz Verde;15990;Antonio Varas 598;Puerto Montt;Los Lagos
10162;RECAMICINA;500 mg;10 COMPRIMIDOS RECUBIERTOS;LABORATORIOS LAFI LTDA.;Cruz Verde;19990;Antonio Varas 598;Puerto Montt;Los Lagos
10163;DOLPIC;200 mg;10 COMPRIMIDOS;LABORATORIO PASTEUR S.A.;Cruz Verde;11590;Antonio Varas 598;Puerto Montt;Los Lagos
10164;DOLPIC;200 mg;30 COMPRIMIDOS;LABORATORIO PASTEUR S.A.;Cruz Verde;17590;Antonio Varas 598;Puerto Montt;Los Lagos
10165;DOLPIC;200 mg;50 COMPRIMIDOS;LABORATORIO PASTEUR S.A.;Cruz Verde;18690;Antonio Varas 598;Puerto Montt;Los Lagos
10166;FLUCTIN;150 mg;2 CÁPSULAS;LABORATORIOS LAFI LTDA.;Cruz Verde;20340;Antonio Varas 598;Puerto Montt;Los Lagos
10167;ISKIMIL;75 mg;30 COMPRIMIDOS RECUBIERTOS;PHARMA INVESTI DE CHILE S.A.;Cruz Verde;24990;Antonio Varas 598;Puerto Montt;Los Lagos
10168;DIVALPREX;500 mg;50 COMPRIMIDOS CON RECUBRIMIENTO ENTÉRICO;GADOR LTDA.;Cruz Verde;20090;Antonio Varas 598;Puerto Montt;Los Lagos
10169;VENLAVITAE;75 mg;30 CÁPSULAS CON COMPRIMIDOS RECUBIERTOS DE LIBERACIÓN PROLONGADA;GALENICUM HEALTH CHILE S.p.A.;Cruz Verde;16590;Antonio Varas 598;Puerto Montt;Los Lagos
10170;QUETIUM;300 mg;30 COMPRIMIDOS RECUBIERTOS;LABORATORIOS SAVAL S.A.;Cruz Verde;35990;Antonio Varas 598;Puerto Montt;Los Lagos
10171;QUETIUM;100 mg;30 COMPRIMIDOS RECUBIERTOS;LABORATORIOS SAVAL S.A.;Cruz Verde;21250;Antonio Varas 598;Puerto Montt;Los Lagos
10172;BIOMOOD;50 mg;30 COMPRIMIDOS RECUBIERTOS;LABORATORIOS SAVAL S.A.;Cruz Verde;26790;Antonio Varas 598;Puerto Montt;Los Lagos
10173;ROSUGRAS;20 mg;30 COMPRIMIDOS RECUBIERTOS;LABORATORIOS RAFFO S.A.;Cruz Verde;15990;Antonio Varas 598;Puerto Montt;Los Lagos
10174;ENALAPRIL MALEATO;20 mg;20 COMPRIMIDOS;OPKO CHILE S.A.;Cruz Verde;1190;Antonio Varas 598;Puerto Montt;Los Lagos
10175;ARATAN;50 mg;30 COMPRIMIDOS RECUBIERTOS;LABORATORIOS ANDRÓMACO S.A.;Cruz Verde;17890;Antonio Varas 598;Puerto Montt;Los Lagos
10176;DIRTOP;50 mg;1 COMPRIMIDOS RECUBIERTOS;MEDIPHARM LTDA.;Cruz Verde;1390;Antonio Varas 598;Puerto Montt;Los Lagos
10177;ODATRON; 4 mg;8 COMPRIMIDOS BUCODISPERSABLES;LABORATORIO PASTEUR S.A.;Cruz Verde;39990;Antonio Varas 598;Puerto Montt;Los Lagos
10178;PREGASTAR;75 mg;28 CÁPSULAS;NOVARTIS CHILE S.A.;Cruz Verde;11790;Antonio Varas 598;Puerto Montt;Los Lagos
10179;PREGASTAR;150 mg;28 CÁPSULAS;NOVARTIS CHILE S.A.;Cruz Verde;20890;Antonio Varas 598;Puerto Montt;Los Lagos
10180;CLAVAM DUO 875/125;875/125;14 COMPRIMIDOS RECUBIERTOS;EUROFARMA CHILE S.A.;Cruz Verde;15490;Antonio Varas 598;Puerto Montt;Los Lagos
10181;CLAVAM DUO 875/125;875/125;20 COMPRIMIDOS RECUBIERTOS;EUROFARMA CHILE S.A.;Cruz Verde;19490;Antonio Varas 598;Puerto Montt;Los Lagos
10182;SERTRALINA;50 mg;30 COMPRIMIDOS RECUBIERTOS;OPKO CHILE S.A.;Cruz Verde;2790;Antonio Varas 598;Puerto Montt;Los Lagos
10183;T4 - BAGÓ;75 mcg;50 COMPRIMIDOS;LABORATORIO BAGÓ DE CHILE S.A.;Cruz Verde;6490;Antonio Varas 598;Puerto Montt;Los Lagos
10184;MIGTAL; 2,5 mg;6 COMPRIMIDOS RECUBIERTOS;LABORATORIOS SAVAL S.A.;Cruz Verde;17690;Antonio Varas 598;Puerto Montt;Los Lagos
10185;LORATADINA;10 mg;30 COMPRIMIDOS;OPKO CHILE S.A.;Cruz Verde;1090;Antonio Varas 598;Puerto Montt;Los Lagos
10186;PREGALEX;75 mg;30 COMPRIMIDOS;LABORATORIOS ANDRÓMACO S.A.;Cruz Verde;18260;Antonio Varas 598;Puerto Montt;Los Lagos
10187;PREGALEX;150 mg;30 COMPRIMIDOS;LABORATORIOS ANDRÓMACO S.A.;Cruz Verde;32850;Antonio Varas 598;Puerto Montt;Los Lagos
10188;AUXXIL;750 mg;7 COMPRIMIDOS RECUBIERTOS;LABORATORIO CHILE S.A.;Cruz Verde;21290;Antonio Varas 598;Puerto Montt;Los Lagos
10189;AUXXIL;750 mg;10 COMPRIMIDOS RECUBIERTOS;LABORATORIO CHILE S.A.;Cruz Verde;19290;Antonio Varas 598;Puerto Montt;Los Lagos
10190;CORDIAX 80;80 mg;30 COMPRIMIDOS;LABORATORIOS RECALCINE S.A.;Cruz Verde;19490;Antonio Varas 598;Puerto Montt;Los Lagos
10191;APEPLUS; 1 mg;30 COMPRIMIDOS RECUBIERTOS;LABORATORIOS LAFI LTDA.;Cruz Verde;16490;Antonio Varas 598;Puerto Montt;Los Lagos
10192;APEPLUS; 1 mg;90 COMPRIMIDOS RECUBIERTOS;LABORATORIOS LAFI LTDA.;Cruz Verde;29490;Antonio Varas 598;Puerto Montt;Los Lagos
10193;DOCIVIN;10 mg;30 CÁPSULAS;MINTLAB Co. S.A.;Cruz Verde;3840;Antonio Varas 598;Puerto Montt;Los Lagos
10194;ARRUMAL; 6 mg;40 COMPRIMIDOS;PHARMA INVESTI DE CHILE S.A.;Cruz Verde;23490;Antonio Varas 598;Puerto Montt;Los Lagos
10195;CICLOBENZAPRINA CLORHIDRATO;10 mg;20 COMPRIMIDOS RECUBIERTOS;LABORATORIO CHILE S.A.;Cruz Verde;2040;Antonio Varas 598;Puerto Montt;Los Lagos
10196;COOLIPS;10 mg;10 COMPRIMIDOS RECUBIERTOS;MINTLAB Co. S.A.;Cruz Verde;3790;Antonio Varas 598;Puerto Montt;Los Lagos
10197;COOLIPS;10 mg;30 COMPRIMIDOS RECUBIERTOS;MINTLAB Co. S.A.;Cruz Verde;4990;Antonio Varas 598;Puerto Montt;Los Lagos
10198;TAXUS;20 mg;30 COMPRIMIDOS;TECNOFARMA S.A.;Cruz Verde;8490;Antonio Varas 598;Puerto Montt;Los Lagos
10199;KOPODEX;500 mg;30 COMPRIMIDOS RECUBIERTOS;LABORATORIOS RECALCINE S.A.;Cruz Verde;20490;Antonio Varas 598;Puerto Montt;Los Lagos
10200;KOPODEX;500 mg;60 COMPRIMIDOS RECUBIERTOS;LABORATORIOS RECALCINE S.A.;Cruz Verde;43190;Antonio Varas 598;Puerto Montt;Los Lagos
10201;KOPODEX;1000 mg;30 COMPRIMIDOS RECUBIERTOS;LABORATORIOS RECALCINE S.A.;Cruz Verde;43990;Antonio Varas 598;Puerto Montt;Los Lagos
10202;MAXIMOX 875/125;875/125;14 COMPRIMIDOS RECUBIERTOS;LABORATORIO PASTEUR S.A.;Cruz Verde;13490;Antonio Varas 598;Puerto Montt;Los Lagos
10203;MAXIMOX 875/125;875/125;20 COMPRIMIDOS RECUBIERTOS;LABORATORIO PASTEUR S.A.;Cruz Verde;15490;Antonio Varas 598;Puerto Montt;Los Lagos
10204;ZILFIC;50 mg;1 COMPRIMIDOS RECUBIERTOS;MINTLAB Co. S.A.;Cruz Verde;990;Antonio Varas 598;Puerto Montt;Los Lagos
10205;ZILFIC;50 mg;5 COMPRIMIDOS RECUBIERTOS;MINTLAB Co. S.A.;Cruz Verde;7090;Antonio Varas 598;Puerto Montt;Los Lagos
10206;LODIPRES;12,5 mg;30 COMPRIMIDOS;LABORATORIO CHILE S.A.;Cruz Verde;16990;Antonio Varas 598;Puerto Montt;Los Lagos
10207;FUROSEMIDA;40 mg;12 COMPRIMIDOS;LABORATORIOS ANDRÓMACO S.A.;Cruz Verde;890;Antonio Varas 598;Puerto Montt;Los Lagos
